author,title,journal,year,volume,doi,art_number,note,url,affiliation,abstract,author_keywords,document_type,source,take,number,pages,page_count,take_explanation
"Akhmetzhanov, A.R. and Lee, H. and Jung, S.-M. and Kayano, T. and Yuan, B. and Nishiura, H.","Analyzing and forecasting the Ebola incidence in North Kivu, the Democratic Republic of the Congo from 2018â19 in real time",Epidemics,2019,27,10.1016/j.epidem.2019.05.002,,cited By 1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065228678&doi=10.1016%2fj.epidem.2019.05.002&partnerID=40&md5=3ae2446048872f0190fd1218d0916054,"Graduate School of Medicine, Hokkaido University, Sapporo, Hokkaido, Japan; CREST, JapanScience and Technology Agency, Saitama, Japan","During an Ebola virus disease (EVD)outbreak, the analysis and forecasting of the incidence in real time is challenged by reporting of cases, especially the reporting delay. It should be remembered that the latest count of cases is likely underestimated in real time, and moreover, the effective reproduction number, i.e. the average number of secondary cases generated by a single primary case at a given point in time, is also underestimated without proper adjustment. The present study aimed to adjust the reporting delay to appropriately estimate the latest incidence and obtain short-term forecasts from weekly reporting data of EVD in North Kivu, the Democratic Republic of the Congo (DRC). A semi-structured modeling approach was taken, accounting for reporting delay which can depend on time. The mean reporting delay was estimated at 11.6 days (95% CI: 11.3, 11.9)and the standard deviation was estimated to have changed from 26 November 2019 from 8.5â6.0 days. Nowcasting was successfully implemented by account for the time-dependent reporting delay: it mostly contained future observed values within the 95% confidence intervals, but there were failures when the reported incidence abruptly changed over time. Forecasting was also exercised in a similar manner to the nowcasting, while we imposed an extrapolation approach to the effective reproduction number for two future weeks. Moving average of the reproduction numbers for a few weeks prior the latest time of observation outperformed other extrapolations. The information that we can gain from real time (i.e. sequential)update of âsituation reportâ can be considerably improved by integrating the proposed nowcasting and forecasting to the surveillance system. Â© 2019 The Authors",Effective reproduction number;  Forecasting;  Nowcasting;  Prediction;  Reporting delay,Article,Scopus,True,,123-131,,
"Kandula, S. and Pei, S. and Shaman, J.",Improved forecasts of influenza-associated hospitalization rates with Google search trends,Journal of the Royal Society Interface,2019,16,10.1098/rsif.2019.0080,20190080,cited By 2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067826386&doi=10.1098%2frsif.2019.0080&partnerID=40&md5=646d5c8b612d4ef36996c803ce83abc6,"Department of Environmental Health Sciences, Columbia University, New York, NY  10032, United States","Reliable forecasts of influenza-associated hospitalizations during seasonal outbreaks can help health systems better prepare for patient surges. Within the USA, public health surveillance systems collect and distribute near real-time weekly hospitalization rates, a key observational metric that makes real-time forecast of this outcome possible. In this paper, we describe a method to forecast hospitalization rates using a population level transmission model in combination with a data assimilation technique. Using this method, we generated retrospective forecasts of hospitalization rates for five age groups and the overall population during five seasons in the USA and quantified forecast accuracy for both near-term and seasonal targets. Additionally, we describe methods to correct for under-reporting of hospitalization rates (backcast) and to estimate hospitalization rates from publicly available online search trends data (nowcast). Forecasts based on surveillance rates alone were reasonably accurate in predicting peak hospitalization rates (within+25% of the actual peak rate, three weeks before peak). The error in predicting rates one to four weeks ahead, remained constant for the duration of the seasons, even during periods of increased influenza incidence. An improvement in forecast quality across all age groups, seasons and targets was observed when backcasts and nowcasts supplemented surveillance data. These results suggest that the modelinference framework can provide reasonably accurate real-time forecasts of influenza hospitalizations; backcasts and nowcasts offer a way to improve system tolerance to observational errors. Â© 2019 The Author(s) Published by the Royal Society. All rights reserved.",Forecasting;  Hospitalization;  Influenza-like illness;  Search trends;  Supervised learning,Article,Scopus,True,155,,,Could feature statistical methods for time series.
"Èerban, O. and Thapen, N. and Maginnis, B. and Hankin, C. and Foot, V.",Real-time processing of social media with SENTINEL: A syndromic surveillance system incorporating deep learning for health classification,Information Processing and Management,2019,56,10.1016/j.ipm.2018.04.011,,cited By 11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048575075&doi=10.1016%2fj.ipm.2018.04.011&partnerID=40&md5=936cb278fc4e2adf831b37615cd70ebc,"Institute for Security Science and Technology, Imperial College London, South Kensington Campus, LondonSW7 2AZ, United Kingdom; The Defence Science and Technology Laboratory (DSTL), Porton Down, Salisbury, SP4 0JQ, United Kingdom","Interest in real-time syndromic surveillance based on social media data has greatly increased in recent years. The ability to detect disease outbreaks earlier than traditional methods would be highly useful for public health officials. This paper describes a software system which is built upon recent developments in machine learning and data processing to achieve this goal. The system is built from reusable modules integrated into data processing pipelines that are easily deployable and configurable. It applies deep learning to the problem of classifying health-related tweets and is able to do so with high accuracy. It has the capability to detect illness outbreaks from Twitter data and then to build up and display information about these outbreaks, including relevant news articles, to provide situational awareness. It also provides nowcasting functionality of current disease levels from previous clinical data combined with Twitter data. The preliminary results are promising, with the system being able to detect outbreaks of influenza-like illness symptoms which could then be confirmed by existing official sources. The Nowcasting module shows that using social media data can improve prediction for multiple diseases over simply using traditional data sources. Â© 2018 The Authors",Classification;  Clustering;  Event detection;  Real-time processing,Article,Scopus,False,3,1166-1184,,"Not about statistical methods, but event-based surveillance instead."
"Itoh, H. and Hayashi, K. and Miyashita, K.",Pre-emptive medicine for hypertension and its prospects,Hypertension Research,2019,42,10.1038/s41440-018-0177-3,,cited By 1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058805322&doi=10.1038%2fs41440-018-0177-3&partnerID=40&md5=b59dad546f3239898ed02056ef45b3a4,"Division of Endocrinology, Metabolism, and Nephrology, Department of Internal Medicine, Keio University School of Medicine, 35 Shinanomachi, Shinjuku-ku, Tokyo, 160-8582, Japan","Pre-emptive medicine is a novel medical concept proposed in Japan that aims to precisely predict the onset and progression of diseases and to provide therapeutic interventions during early stages, before symptoms appear. The concept of pre-emptive medicine considers the time-course of a disease in each individual and seeks medical interventions to prevent disease progression. Suitable and promising targets for pre-emptive medicine are non-communicable diseases, including hypertension. Recent advances in genomic analysis, information technology, and artificial intelligence should make this medical concept feasible in the near future. In this review, we focused on pre-emptive medicine for hypertension, referring to concrete plans for the future direction of this research. The ultimate goal of pre-emptive medicine is to completely prevent the onset and progression of hypertension by precisely predicting the elevation of blood pressure and performing interventions to avoid it. The diagnostic processes of hypertension, from the standpoint of pre-emptive medicine, should include the detection of abnormal blood pressure regulation as the earliest manifestation of the disease, the depiction of the present status of hypertension in an individual (ânowcastingâ), and a prediction of the future trajectory of the disease (âforecastingâ). Novel therapeutic strategies for hypertension, from the standpoint of pre-emptive medicine, should aim for the regression of hypertension through early treatments and the remission of hypertension through intermittent intensive therapies. An efficient modification of lifestyle and therapies, according to the progression of hypertension, should be required. If pre-emptive medicine for hypertension becomes established, it would greatly contribute to the extension of a healthy lifespan, which cannot yet be satisfactorily achieved. Â© 2018, The Japanese Society of Hypertension.",Forecasting of hypertension;  Hypertension;  Hypertension Mosaicogram;  Nowcasting of hypertension;  Pre-emptive medicine,Review,Scopus,False,3,301-305,,Not related to public health.
"Bragazzi, N.L. and Mahroum, N.",Google trends predicts present and future plague cases during the plague outbreak in Madagascar: Infodemiological study,Journal of Medical Internet Research,2019,21,10.2196/13142,e13142,cited By 3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067385536&doi=10.2196%2f13142&partnerID=40&md5=3ec7066314c95020d90982fe91a709b6,"Department of Health Sciences, Postgraduate School of Public Health, University of Genoa, Via Antonio Pastore 1, Genoa, 16132, Italy; Sackler Faculty of Medicine, Tel-Aviv University, Tel Aviv, Israel","Background: Plague is a highly infectious zoonotic disease caused by the bacillus Yersinia pestis. Three major forms of the disease are known: bubonic, septicemic, and pneumonic plague. Though highly related to the past, plague still represents a global public health concern. Cases of plague continue to be reported worldwide. In recent months, pneumonic plague cases have been reported in Madagascar. However, despite such a long-standing and rich history, it is rather difficult to get a comprehensive overview of the general situation. Within the framework of electronic health (eHealth), in which people increasingly search the internet looking for health-related material, new information and communication technologies could enable researchers to get a wealth of data, which could complement traditional surveillance of infectious diseases. Objective: In this study, we aimed to assess public reaction regarding the recent plague outbreak in Madagascar by quantitatively characterizing the public's interest. Methods: We captured public interest using Google Trends (GT) and correlated it to epidemiological real-world data in terms of incidence rate and spread pattern. Results: Statistically significant positive correlations were found between GT search data and confirmed (R2=0.549), suspected (R2=0.265), and probable (R2=0.518) cases. From a geospatial standpoint, plague-related GT queries were concentrated in Toamasina (100%), Toliara (68%), and Antananarivo (65%). Concerning the forecasting models, the 1-day lag model was selected as the best regression model. Conclusions: An earlier digital Web search reaction could potentially contribute to better management of outbreaks, for example, by designing ad hoc interventions that could contain the infection both locally and at the international level, reducing its spread. Â© 2019 Journal of Medical Internet Research. All rights reserved.",Digital surveillance;  Google Trends;  Infectious outbreaks;  Nowcasting and forecasting models;  Plague,Article,Scopus,False,3,,,"Not focused on statistical method, but additional data source instead."
"Osthus, D. and Daughton, A.R. and Priedhorsky, R.","Even a good influenza forecasting model can benefit from internet-based nowcasts, but those benefits are limited",PLoS Computational Biology,2019,15,10.1371/journal.pcbi.1006599,e1006599,cited By 6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061616372&doi=10.1371%2fjournal.pcbi.1006599&partnerID=40&md5=2054210d631febd272422fd950f94565,"Los Alamos National Laboratory, Los Alamos, NM, United States; University of Colorado Boulder, Boulder, CO, United States","The ability to produce timely and accurate flu forecasts in the United States can significantly impact public health. Augmenting forecasts with internet data has shown promise for improving forecast accuracy and timeliness in controlled settings, but results in practice are less convincing, as models augmented with internet data have not consistently outperformed models without internet data. In this paper, we perform a controlled experiment, taking into account data backfill, to improve clarity on the benefits and limitations of augmenting an already good flu forecasting model with internet-based nowcasts. Our results show that a good flu forecasting model can benefit from the augmentation of internet-based nowcasts in practice for all considered public health-relevant forecasting targets. The degree of forecast improvement due to nowcasting, however, is uneven across forecasting targets, with short-term forecasting targets seeing the largest improvements and seasonal targets such as the peak timing and intensity seeing relatively marginal improvements. The uneven forecasting improvements across targets hold even when âperfectâ nowcasts are used. These findings suggest that further improvements to flu forecasting, particularly seasonal targets, will need to derive from other, non-nowcasting approaches. Â© 2019, Public Library of Science. All rights reserved.",,Article,Scopus,False,2,,,"Not focused on statistical method, but additional data source instead."
"Lan, T.S. and Subramanian, P.",Review on nowcasting using least absolute shrinkage selector operator (LASSO) to predict dengue occurrence in San Juan and Iquitos as part of disease surveillance system,Periodicals of Engineering and Natural Sciences,2019,7,,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070414561&partnerID=40&md5=54da6f80e3daf92d390fab3d9ff40675,"Faculty of Computing, Engineering and Technology, Asia Pacific University of Technology and Innovation, Malaysia","Dengue which was first detected mainly in South East Asia during 1940s is now a serious public health concern across the subtropical and temperate regions of Americas, Europe and China due to the change in global climate and international travel. Hence, 3.9 billion people in 128 countries are exposed to the danger of potentially fatal dengue infection. This is a review paper of various dengue forecasting methodology to identify suitable models for predicting the disease occurrence in San Juan, Puerto Rico and Iquitos, Peru. Least Absolute Shrinkage Selector Operator (LASSO) model using climatic variables and Google Trends search terms as predictors was proposed to forecast dengue cases four weeks in advance. LASSO's flexibility in incorporating a variety of predictors and its ease of interpretation present LASSO as a compelling case against the general predictive models. Public health regulators could make use of such nowcasting model to facilitate the timing of vector control and public health campaigns along with the medical resource allocation to cope with potential dengue outbreaks. Â© 2019 International University of Sarajevo.",Dengue;  Iquitos;  LASSO;  Nowcasting;  San Juan,Review,Scopus,False,2,608-617,,"Not focused on time series, but additional data sources instead."
"Wang, L. and Wu, J.T.",Characterizing the dynamics underlying global spread of epidemics,Nature Communications,2018,9,10.1038/s41467-017-02344-z,218,cited By 52,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040790397&doi=10.1038%2fs41467-017-02344-z&partnerID=40&md5=df6243c51bc807cd895e53862dc91679,"WHO Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, University of Hong Kong, 7 Sassoon Road, Hong Kong Special Administrative Region, Pokfulam, 999077, Hong Kong","Over the past few decades, global metapopulation epidemic simulations built with worldwide air-transportation data have been the main tool for studying how epidemics spread from the origin to other parts of the world (e.g., for pandemic influenza, SARS, and Ebola). However, it remains unclear how disease epidemiology and the air-transportation network structure determine epidemic arrivals for different populations around the globe. Here, we fill this knowledge gap by developing and validating an analytical framework that requires only basic analytics from stochastic processes. We apply this framework retrospectively to the 2009 influenza pandemic and 2014 Ebola epidemic to show that key epidemic parameters could be robustly estimated in real-time from public data on local and global spread at very low computational cost. Our framework not only elucidates the dynamics underlying global spread of epidemics but also advances our capability in nowcasting and forecasting epidemics. Â© 2018 The Author(s).",,Article,Scopus,False,1,,,"Not focused on time series forecasting or nowcasting, but on modeling instead."
"Mavragani, A. and Ochoa, G.",Forecasting AIDS prevalence in the United States using online search traffic data,Journal of Big Data,2018,5,10.1186/s40537-018-0126-7,17,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047276389&doi=10.1186%2fs40537-018-0126-7&partnerID=40&md5=9e4f8511b595226743a524f62ee188a3,"Department of Computing Science and Mathematics, Faculty of Natural Sciences, University of Stirling, Stirling, FK9 4LA, United Kingdom","Over the past decade and with the increasing use of the Internet, the assessment of health issues using online search traffic data has become an integral part of Health Informatics. Internet data in general and from Google Trends in particular have been shown to be valid and valuable in predictions, forecastings, and nowcastings; and in detecting, tracking, and monitoring diseasesâ outbreaks and epidemics. Empirical relationships have been shown to exist between Google Trendsâ data and official data in several health topics, with the science of infodemiology using the vast amount of information available online for the assessment of public health and policy matters. The aim of this study is to provide a method of forecasting AIDS prevalence in the US using online search traffic data from Google Trends on AIDS related terms. The results at first show that significant correlations between Google Trendsâ data and official health data on AIDSÂ prevalence (2004â2015) exist in several States, while the estimated forecasting models for AIDS prevalence show that official health data and Google Trends data on AIDS follow a logarithmic relationship. Overall, the results of this study support previous work on the subject suggesting that Google data are valid and valuable for the analysis and forecasting of human behavior towards health topics, and could further assist with Health Assessment in the US and in other countries and regions with valid available official health data. Â© 2018, The Author(s).",AIDS;  Big data;  Forecasting;  Google Trends;  HIV;  Internet;  Online behavior,Article,Scopus,False,1,,,"Not focused on time series, but additional data sources instead."
"Searcy, R.T. and Taggart, M. and Gold, M. and Boehm, A.B.",Implementation of an automated beach water quality nowcast system at ten California oceanic beaches,Journal of Environmental Management,2018,223,10.1016/j.jenvman.2018.06.058,,cited By 2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049355934&doi=10.1016%2fj.jenvman.2018.06.058&partnerID=40&md5=2869d20e69a27264f2fd1d4015845520,"Heal the Bay, 1444 9th Street, Santa Monica, CA  90401, United States; UCLA, 2248 Murphy Hall, 410 Charles E. Young Drive East, Los Angeles, CA  90095, United States; Department of Civil and Environmental Engineering, Stanford University, 473 Via Ortega, Stanford, CA  94305, United States","Fecal indicator bacteria like Escherichia coli and entercococci are monitored at beaches around the world to reduce incidence of recreational waterborne illness. Measurements are usually made weekly, but FIB concentrations can exhibit extreme variability, fluctuating at shorter periods. The result is that water quality has likely changed by the time data are provided to beachgoers. Here, we present an automated water quality prediction system (called the nowcast system) that is capable of providing daily predictions of water quality for numerous beaches. We created nowcast models for 10 California beaches using weather, oceanographic, and other environmental variables as input to tuned regression models to predict if FIB concentrations were above single sample water quality standards. Rainfall was used as a variable in nearly every model. The models were calibrated and validated using historical data. Subsequently, models were implemented during the 2017 swim season in collaboration with local beach managers. During the 2017 swim season, the median sensitivity of the nowcast models was 0.5 compared to 0 for the current method of using day-to-week old measurements to make beach posting decisions. Model specificity was also high (median of 0.87). During the implementation phase, nowcast models provided an average of 140 additional days per beach of updated water quality information to managers when water quality measurements were not made. The work presented herein emphasizes that a one-size-fits all approach to nowcast modeling, even when beaches are in close proximity, is infeasible. Flexibility in modeling approaches and adaptive responses to modeling and data challenges are required when implementing nowcast models for beach management. Â© 2018 Elsevier Ltd",Beach water quality;  Enterococci;  Escherichia coli;  Fecal indicator bacteria;  Modeling;  Nowcast,Article,Scopus,False,,633-643,,"Not focused on time series, but additional data sources instead."
"Spreco, A. and Eriksson, O. and DahlstrÃ¶m, Ã. and Cowling, B.J. and Timpka, T.","Evaluation of nowcasting for detecting and predicting local influenza epidemics, Sweden, 2009â2014",Emerging Infectious Diseases,2018,24,10.3201/eid2410.171940,,cited By 1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053619288&doi=10.3201%2feid2410.171940&partnerID=40&md5=66fa95fe6f55541eba37bf34666a5015,"LinkÃ¶ping University, LinkÃ¶ping, Sweden; Center for Health Services Development, Region ÃstergÃ¶tland, LinkÃ¶ping, Sweden; Hong Kong University, Hong Kong","The growing availability of big data in healthcare and public health opens possibilities for infectious disease control in local settings. We prospectively evaluated a method for integrated local detection and prediction (nowcasting) of influenza epidemics over 5 years, using the total population in ÃstergÃ¶tland County, Sweden. We used routine health information system data on influenza-diagnosis cases and syndromic telenursing data for July 2009âJune 2014 to evaluate epidemic detection, peak-timing prediction, and peak-intensity prediction. Detection performance was satisfactory throughout the period, except for the 2011â12 influenza A(H3N2) season, which followed a season with influenza B and pandemic influenza A(H1N1) pdm09 virus activity. Peak-timing prediction performance was satisfactory for the 4 influenza seasons but not the pandemic. Peak-intensity levels were correctly categorized for the pandemic and 2 of 4 influenza seasons. We recommend using versions of this method modified with regard to local use context for further evaluations using standard methods. Â© 2018, Centers for Disease Control and Prevention (CDC). All rights reserved.",,Article,Scopus,False,10,1868-1873,,Not about nowcasting use case.
"Zhang, Q. and Chai, Y. and Li, X. and Young, S.D. and Zhou, J.",Using internet search data to predict new HIV diagnoses in China: A modelling study,BMJ Open,2018,8,10.1136/bmjopen-2017-018335,e018335,cited By 4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055079245&doi=10.1136%2fbmjopen-2017-018335&partnerID=40&md5=2394430535a57f579dab10b8c702c2e0,"Department of Systems Engineering and Engineering Management, City University of Hong Kong, Kowloon, Hong Kong; City University of Hong Kong Shenzhen Research Institute, Shenzhen, Hong Kong; Department of Social Work and Social Administration, University of Hong Kong, Hong Kong, Hong Kong; Arnold School of Public Health, University of South Carolina, Columbia, SC, United States; University of California Institute for Prediction Technology, Department of Family Medicine, University of California Los Angeles, Los Angeles, CA, United States","Objectives Internet data are important sources of abundant information regarding HIV epidemics and risk factors. A number of case studies found an association between internet searches and outbreaks of infectious diseases, including HIV. In this research, we examined the feasibility of using search query data to predict the number of new HIV diagnoses in China. Design We identified a set of search queries that are associated with new HIV diagnoses in China. We developed statistical models (negative binomial generalised linear model and its Bayesian variants) to estimate the number of new HIV diagnoses by using data of search queries (Baidu) and official statistics (for the entire country and for Guangdong province) for 7 years (2010 to 2016). Results Search query data were positively associated with the number of new HIV diagnoses in China and in Guangdong province. Experiments demonstrated that incorporating search query data could improve the prediction performance in nowcasting and forecasting tasks. Conclusions Baidu data can be used to predict the number of new HIV diagnoses in China up to the province level. This study demonstrates the feasibility of using search query data to predict new HIV diagnoses. Results could potentially facilitate timely evidence-based decision making and complement conventional programmes for HIV prevention. Â© Author(s) (or their employer(s)) 2018. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",health informatics;  internet;  predictive model;  search query;  surveillance,Article,Scopus,False,10,,,"Not focused on time series, but additional data sources instead."
"Park, Y. and Kim, M. and Pachepsky, Y. and Choi, S.-H. and Cho, J.-G. and Jeon, J. and Cho, K.H.",Development of a nowcasting system using machine learning approaches to predict fecal contamination levels at recreational beaches in Korea,Journal of Environmental Quality,2018,47,10.2134/jeq2017.11.0425,,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049319413&doi=10.2134%2fjeq2017.11.0425&partnerID=40&md5=f916417909f479c53d3f3ee6f40acdda,"School of Civil and Environmental Engineering, Konkuk Univ., Seoul, 05029, South Korea; School of Urban and Environmental Engineering, Ulsan National Institute of Science and Technology, Ulsan, 44919, South Korea; USDA-ARS, Environmental Microbial and Food Safety Lab., BARC-EAST, 10300 Baltimore Ave. Building 173, Beltsville, MD  20705, United States; Busan Metropolitan City Public Health and Environment Research Institute, Busan, 46616, South Korea; Dep. Of Environmental Engineering, Graduate School of FEED of Eco-Friendly Offshore Structure, Changwon National Univ., Changwon, Gyeongsangnam-do, 51140, South Korea","Microbial contamination in beach water poses a public health threat due to waterborne diseases. To reduce the risk of exposure to fecal contamination, informing beachgoers in advance about the microbial water quality is important. Currently, determining the level of fecal contamination takes 24 h. The objective of this study is to predict the current level of fecal contamination (enterococcus [ENT] and Escherichia coli) using readily available environmental variables. Artificial neural network (ANN) and support vector regression (SVR) models were constructed using data from the Haeundae and Gwangalli Beaches in Busan City. The input variables included the tidal level, air and water temperature, solar radiation, wind direction and velocity, precipitation, discharge from the wastewater treatment plant, and suspended solid concentration in beach water. The dependence of fecal contamination on the input variables was statistically evaluated; precipitation, discharge from the wastewater treatment plant, and wind direction at the two beaches were positively correlated to the changes in the two bacterial concentrations (p < 0.01), whereas solar radiation was negatively correlated (p < 0.01). The performance of the ANN model for predicting ENT and E. Coli at Gwangalli Beach was significantly higher than that of the SVR model with the training dataset (p < 0.05). Based on the comparison of residual values between the predicted and observed fecal indicator bacteria concentrations in two models, the ANN demonstrated better performance than SVR. This study suggests an effective prediction method to determine whether a beach is safe for recreational use. Copyright c Â© American Society of Agronomy, Crop Science Society of America, and Soil Science Society of America.",,Article,Scopus,False,5,1094-1102,,"Not focused on time series, but additional data sources instead. Other use case."
"Zhao, Y. and Xu, Q. and Chen, Y. and Tsui, K.L.",Using Baidu index to nowcast hand-foot-mouth disease in China: A meta learning approach,BMC Infectious Diseases,2018,18,10.1186/s12879-018-3285-4,398,cited By 3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051604468&doi=10.1186%2fs12879-018-3285-4&partnerID=40&md5=41b758f4f6bc5b7558d2137b04a5ca42,"Centre for System Informatics Engineering, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong Special Administrative Region, Hong Kong; Department of Systems Engineering and Engineering Management, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong Special Administrative Region, Hong Kong","Background: Hand, foot, and mouth disease (HFMD) has been recognized as one of the leading infectious diseases among children in China, which causes hundreds of annual deaths since 2008. In China, the reports of monthly HFMD cases usually have a delay of 1-2 months due to the time needed for collecting and processing clinical information. This time lag is far from optimal for policymakers making decisions. To alleviate this information gap, this study uses a meta learning framework and combines publicly Internet-based information (Baidu search queries) for real-time estimation of HFMD cases. Methods: We incorporate Baidu index into modeling to nowcast the monthly HFMD incidences in Guangxi, Zhejiang, Henan provinces and the whole China. We develop a meta learning framework to select appropriate predictive model based on the statistical and time series meta features. Our proposed approach is assessed for the HFMD cases within the time period from July 2015 to June 2016 using multiple evaluation metrics including root mean squared error (RMSE) and correlation coefficient (Corr). Results: For the four areas: whole China, Guangxi, Zhejiang, and Henan, our approach is superior to the best competing models, reducing the RMSE by 37, 20, 20, and 30% respectively. Compared with all the alternative predictive methods, our estimates show the strongest correlation with the observations. Conclusions: In this study, the proposed meta learning method significantly improves the HFMD prediction accuracy, demonstrating that: (1) the Internet-based information offers the possibility for effective HFMD nowcasts; (2) the meta learning approach is capable of adapting to a wide variety of data, and enables selecting appropriate method for improving the nowcasting accuracy. Â© 2018 The Author(s).",Baidu index;  HFMD;  Meta-learning;  Predictive model,Article,Scopus,False,1,,,"Not focused on time series, but additional data sources instead."
"Wang, X. and Zhou, M. and Jia, J. and Geng, Z. and Xiao, G.",A Bayesian approach to real-time monitoring and forecasting of Chinese foodborne diseases,International Journal of Environmental Research and Public Health,2018,15,10.3390/ijerph15081740,1740,cited By 1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052105324&doi=10.3390%2fijerph15081740&partnerID=40&md5=7c2249a22920cb6613024608c2e8c91d,"School of Science, Beijing University of Posts and Telecommunications, Beijing, 100876, China; School of Public Health, Center of Statistical Science, Peking University, Beijing, 100871, China; School of Mathematical Sciences, Center of Statistical Science, Peking University, Beijing, 100871, China; China National Center for Food Safety Risk Assessment, Beijing, 100022, China","Foodborne diseases have a big impact on public health and are often underreported. This is because a lot of patients delay treatment when they suffer from foodborne diseases. In Hunan Province (China), a total of 21,226 confirmed foodborne disease cases were reported from 1 March 2015 to 28 February 2016 by the Foodborne Surveillance Database (FSD) of the China National Centre for Food Safety Risk Assessment (CFSA). The purpose of this study was to make use of the daily number of visiting patients to forecast the daily true number of patients. Our main contribution is that we take the reporting delays into consideration and propose a Bayesian hierarchical model for this forecast problem. The data shows that there were 21,226 confirmed cases reported among 21,866 visiting patients, a proportion as high as 97%. Given this observation, the Bayesian hierarchical model was established to predict the daily true number of patients using the number of visiting patients. We propose several scoring rules to assess the performance of different nowcasting procedures. We conclude that Bayesian nowcasting with consideration of right truncation of the reporting delays has a good performance for short-term forecasting, and could effectively predict the epidemic trends of foodborne diseases. Meanwhile, this approach could provide a methodological basis for future foodborne disease monitoring and control strategies, which are crucial for public health. Â© 2018 by the authors. Licensee MDPI, Basel, Switzerland.",Bayesian hierarchical model;  Foodborne disease;  Nowcasting;  Reporting delay;  Right truncation,Article,Scopus,True,8,,,
